Austria,1847,0.16
Austria,1848,0.215
Austria,1849,0.293
Austria,1850,0.161
Austria,1851,0.111
Austria,1852,0.116
Austria,1853,0.238
Austria,1854,0.284
Austria,1855,0.476
Austria,1856,0.164
Austria,1857,0.123
Austria,1858,0.218
Austria,1859,0.262
Austria,1860,0.268
Austria,1861,0.243
Austria,1862,0.333
Austria,1863,0.351
Austria,1864,0.364
Austria,1865,0.228
Austria,1866,0.368
Austria,1867,0.484
Austria,1868,0.37
Austria,1869,0.374
Austria,1870,0.293
Austria,1871,0.383
Austria,1872,1.866
Austria,1873,3.094
Austria,1874,1.725
Austria,1875,0.576
Austria,1876,0.406
Austria,1877,0.555
Austria,1878,0.631
Austria,1879,0.534
Austria,1880,0.674
Austria,1881,0.807
Austria,1882,0.947
Austria,1883,0.596
Austria,1884,0.53
Austria,1885,0.6
Austria,1886,0.4
Austria,1887,0.417
Austria,1888,0.615
Austria,1889,0.537
Austria,1890,0.249
Austria,1891,0.287
Austria,1892,0.256
Austria,1893,0.244
Austria,1894,0.105
Austria,1895,0.049
Austria,1896,0.036
Austria,1897,0.061
